id_country,day,prec,presMax,presMin,tmax,tmed,tmin,velmedia,catch_for_day,id_place
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,6,15
1,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,8,10
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,9,4
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,13,12
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,10,12
15,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,16,12
10,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,34
18,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,9,15
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,7,7
13,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,2,37
1,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,5,6
1,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,11,0
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,7,27
17,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,28
11,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,13,0
11,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,13,0
9,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,6,3
10,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,34
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,1,38
13,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,2,37
16,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,3,28
11,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,9,7
7,3,7.1,1009.7,1006.5,20.1,18.9,17.7,1.7,1,32
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,5,10
15,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,5,6
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,17,12
11,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,17,12
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,5,10
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,5,10
1,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,10,15
11,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,15,7
14,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,8,15
11,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,9,7
18,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,4,34
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,5,1
7,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,5,7
9,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,12,10
14,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,1,38
11,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,6,2
16,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,3,0
16,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,3,0
18,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,8,2
11,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,3,7
2,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,8,10
11,13,0.0,1017.2,1015.0,25.0,22.2,19.4,1.1,15,7
1,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,3,4
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,13,12
11,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,13,1
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,23,15
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,2,31
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,7,15
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,4,34
25,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,5,15
15,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,7,37
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,7,15
19,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,11,12
11,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,2,17
16,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,3,22
14,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,9,12
1,17,0.0,1018.4,1015.5,22.9,20.8,18.7,1.1,4,22
29,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,7,3
14,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,6,7
16,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,7,4
1,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,12,12
3,23,0.0,1023.6,1020.7,23.5,20.8,18.0,1.4,3,4
26,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,5,7
9,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,11,13
11,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,3,17
1,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,1,9
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,4,3
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,3,37
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,7,4
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,6,16
10,20,0.0,1024.1,1019.6,23.7,21.0,18.2,1.4,13,12
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,7,4
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,16,12
1,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,7
20,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,5,23
1,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,1,39
19,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,7,1
24,6,0.0,1015.1,1010.9,24.9,21.7,18.5,0.3,14,7
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,3,37
1,12,0.0,1017.9,1015.3,24.1,22.0,20.0,0.8,8,4
18,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,37
11,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,7
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,5,5
20,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,5,23
9,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,16,12
18,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,16
20,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,5,23
18,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,3,27
15,2,1.1,1012.9,1008.8,23.0,20.7,18.4,3.3,6,13
18,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,7
11,19,0.0,1021.2,1018.7,23.3,20.6,17.8,1.1,7,6
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,12,1
17,15,4.0,1016.9,1014.0,23.2,21.6,19.9,2.8,4,11
1,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,17,12
1,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,10,0
17,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,28
11,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,6,13
1,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,2,5
6,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,8,34
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,14,7
15,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,6,34
14,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,3,0
11,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,5,32
1,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,12
1,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,14,7
11,25,0.0,1019.5,1013.1,24.7,20.8,17.0,1.7,6,13
1,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,7,7
7,1,3.1,1015.7,1012.0,22.3,20.6,19.0,2.8,6,34
18,10,0.0,1017.3,1014.1,24.8,22.4,20.0,0.8,5,31
7,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,12
11,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,12,12
9,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,3,31
11,28,0.0,1020.6,1018.1,23.2,21.8,20.5,1.1,5,28
10,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,6,3
11,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,5,32
10,27,0.0,1019.7,1012.0,22.5,21.1,19.7,4.7,6,3
1,11,0.0,1017.2,1013.9,24.6,22.6,20.6,0.6,12,1
11,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,9,1
7,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,12,13
10,5,0.4,1015.0,1006.1,24.2,22.0,19.9,1.4,6,1
14,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,12,4
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,8,34
18,22,0.0,1025.5,1022.2,23.8,21.0,18.3,1.1,11,7
11,30,0.0,1022.1,1019.5,24.9,22.5,20.1,1.9,13,4
11,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,11,7
14,31,0.0,1021.1,1017.9,23.8,21.4,18.9,2.5,12,12
1,16,0.0,1016.9,1014.0,22.5,19.9,17.3,1.9,5,8
14,4,0.0,1007.7,1004.9,23.0,20.1,17.2,1.1,10,12
2,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,3,9
11,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,7,7
7,14,0.0,1016.4,1013.7,24.6,22.2,19.8,1.7,8,13
1,24,0.0,1021.5,1018.5,23.1,20.2,17.4,1.4,8,1
14,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,40
1,26,0.0,1013.2,1009.9,23.2,20.4,17.7,2.5,2,17
14,29,0.0,1022.8,1019.3,23.7,21.4,19.1,1.4,4,40
19,8,0.0,1010.0,1005.7,23.7,22.0,20.2,0.6,2,21
15,21,0.0,1026.0,1022.6,23.5,20.6,17.7,0.8,4,7
11,9,0.0,1015.2,1009.2,25.0,22.4,19.9,0.8,7,10
9,18,0.0,1020.5,1017.1,23.0,20.6,18.3,1.4,8,34
